航次ID,船舶ID,进泊时间,离泊时间,船长,船宽,载重吨,船舶类型代码A,船舶类型代码B,泊位位置,装载量
848,412474590,1704929822,1705015572,110,18,4378,A,B,121.89581318351006 29.93222177093501,3950
849,636091959,1683421030,1683559908,366,51,190668,B,A,122.06000013409714 29.890552673105862,32501
850,232049845,1698530996,1698581546,172,28,24475,B,A,122.06350371165705 29.891022988210633,3325
851,636022196,1679706818,1679738777,143,23,13714,B,A,121.83557254458088 29.946175822681994,1800
852,538008583,1695373597,1696727743,183,32,50185,C,C,121.75109782011569 29.9804931127261,19452.89
853,440278000,1685384924,1685426933,172,27,21860,B,A,121.83825180579714 29.945235140108068,2700
854,477314700,1692694508,1692761365,368,51,150547,B,A,121.83278587017914 29.947227829201804,1051
855,370645000,1682482010,1682578546,108,18,7907,C,B,121.9561103968495 29.95190766488247,3040.58
856,374728000,1692760200,1692841829,97,17,3994,A,B,121.8960833011353 29.93290032975045,3002.23
857,538005810,1686473065,1686557739,292,45,182511,E,D,122.07685838333425 29.893054494052702,78550
858,477811700,1705951442,1706059155,172,28,24518,B,A,121.92547188203457 29.936120717921202,1989
859,563017800,1691660767,1691754668,353,54,178257,B,A,122.04040625503215 29.89264034445189,7000
860,538090627,1685510515,1685510746,230,32,50513,A,C,121.78323817164318 29.97243550629892,22728.99
861,563042400,1682906425,1683001850,330,48,132623,B,A,122.01299469099648 29.772993330553064,1854
862,566882000,1698463472,1698556717,398,51,176774,B,A,122.02107120092448 29.778912029292396,9977
863,403517001,1701060145,1701230128,183,32,45471,C,B,121.78323817164318 29.97243550629892,19052.12
864,636014603,1698660250,1698703853,200,32,32906,B,A,121.83825180579714 29.945235140108068,5254
865,440009000,1687704935,1687748593,366,48,145980,B,A,121.83278587017914 29.947227829201804,1456
866,563091100,1682234773,1682317130,186,36,37621,B,A,121.84116957510483 29.944137794036124,6156
867,538005016,1681518191,1681604060,134,23,14968,D,C,122.11536286626986 29.9081121196694,12610.97
868,413472910,1683277335,1683363768,119,19,5562,A,B,121.8960833011353 29.93290032975045,5005
869,636021821,1697854246,1698023865,230,32,55383,A,C,121.78323817164318 29.97243550629892,47712
870,441354000,1696754973,1696834148,121,20,12755,C,B,121.89581318351006 29.93222177093501,5721.94
871,636019606,1699441597,1699463441,209,30,34264,B,A,121.92909140408368 29.938775522735195,591
872,477629800,1701147707,1701303468,183,32,49999,D,C,121.75109782011569 29.9804931127261,13266
873,232043367,1699632584,1699917861,366,51,175897,B,A,122.0464197431265 29.8909733510863,17541
874,477813700,1678001508,1678042214,143,23,12737,B,A,121.92909140408368 29.938775522735195,20
875,413689000,1694591914,1694761625,185,32,45849,D,C,121.80463577215305 29.962969225989433,40000
876,538006355,1701139303,1701242989,292,45,180513,E,D,122.07685838333425 29.893054494052702,85988
877,477257400,1702443657,1702792303,333,60,320805,D,C,121.99610422984635 29.92340472293356,133498.14
878,413529090,1701478194,1701564529,118,18,5474,A,B,121.89906923112821 29.93256276320894,2521.78
879,416072000,1672817030,1672973394,149,24,19999,C,B,121.89906923112821 29.93256276320894,17999.8
880,357149000,1704343598,1704433553,99,17,4744,A,B,121.89868694105951 29.931472410600644,2401.14
881,353924000,1683254508,1683422680,289,45,180199,E,D,122.07685838333425 29.893054494052702,79901
882,538008718,1672623574,1672797568,333,60,299507,D,C,121.8177632951752 29.95400256789684,128192.95
883,538007378,1693851853, None,400,59,197059,B,A,121.92547188203457 29.936120717921202,1920
884,413073000,1698941370,1698999829,279,40,69303,B,A,122.00749578533595 29.76871274276176,5266
885,416047000,1684900387,1684933508,191,28,21008,B,A,121.92547188203457 29.936120717921202,2008
886,626403000,1705389571,1705538717,250,44,113905,D,C,121.8177632951752 29.95400256789684,99759.72
887,356904000,1688606757,1688660057,243,33,50855,B,A,122.0464197431265 29.8909733510863,8414
888,477103100,1686723600,1686851563,292,45,178361,E,D,121.88299170323923 29.936601974988143,73585
889,220010000,1686204088,1686388096,399,60,214121,B,A,122.04040625503215 29.89264034445189,30223.1
890,416068000,1692683946,1692853691,149,24,19999,C,B,121.89906923112821 29.93256276320894,17999.68
891,563174100,1692120932,1692155210,204,35,36776,B,A,122.00491060230848 29.76673611935694,1650
892,371002000,1690387971,1690418776,193,28,24542,B,A,121.86256874954715 29.938672571655324,948
893,477232800,1684152546,1684248369,400,59,196996,B,A,122.01772291936598 29.776682898612826,31380
894,441398000,1706686497,1706764314,304,40,80108,B,A,121.86442501839048 29.938071272210003,651
895,636018484,1692846503,1693037978,292,45,180667,E,D,122.07685838333425 29.893054494052702,81060
896,477424600,1697968584,1698049446,366,52,155467,B,A,122.02107120092448 29.778912029292396,65
897,351513000,1692697895,1692736932,145,22,12368,B,A,121.92909140408368 29.938775522735195,192
898,356432000,1705213889,1705391384,400,62,254042,B,A,122.04040625503215 29.89264034445189,44748
899,538006835,1674094744,1674257443,225,37,54053,A,C,121.97377818306916 29.945100713933336,20000
900,235335000,1677996246,1678053696,299,42,75898,B,A,121.86982971079169 29.93642695035784,10710
901,257892000,1704790149,1704939979,182,32,49466,C,B,121.74391419091693 29.98181953364116,729.58
902,538003364,1687359289,1687499950,315,50,122006,A,C,122.09094289999453 29.897187190163223,63442
903,413472910,1697362300,1697427030,119,19,5562,A,B,121.8960833011353 29.93290032975045,5005
904,209798000,1682039431,1682122696,260,32,50500,B,A,121.86982971079169 29.93642695035784,2686
905,441712000,1686648187,1686733608,109,18,6614,C,B,121.89581318351006 29.93222177093501,5994.65
906,636018934,1698378194,1698542394,333,60,319725,D,C,121.99610422984635 29.92340472293356,126733
907,636019875,1701328229,1701375280,334,42,106912,B,A,122.00749578533595 29.76871274276176,4136
908,440331000,1698644664,1698722559,90,14,3499,C,B,121.75102788409284 29.976417555460966,3000.42
909,447097000,1696903694,1697179655,333,60,319660,D,C,121.8177632951752 29.95400256789684,272734
910,566013000,1673934926,1674083618,224,36,54505,A,C,121.97377818306916 29.945100713933336,24206.43
911,255805609,1701659835,1701759020,300,50,207562,E,D,122.07685838333425 29.893054494052702,93309
912,477311600,1703843059,1703921019,0,0,49971,B,A,122.03102823282664 29.89508922632821,1155
913,249322000,1685977354,1686075997,300,48,110694,B,A,122.00991809253446 29.771098138093954,68
914,563041500,1679967732,1679997636,172,28,22171,B,A,121.86982971079169 29.93642695035784,310
915,235335000,1673220951,1673287932,299,42,75898,B,A,121.86982971079169 29.93642695035784,48
916,565567000,1678230130,1678291744,268,32,52146,B,A,121.86982971079169 29.93642695035784,200
917,440313000,1690591535,1690643586,186,30,25294,B,A,121.83825180579714 29.945235140108068,4700
918,440824000,1682408329,1682484559,88,14,3414,C,B,121.97812002297549 29.939168019254215,3004
919,440225000,1689495368,1689827621,117,21,11420,C,B,121.77782813498385 29.974398546735802,10024
920,636017849,1688106737,1688373513,295,46,180133,E,D,121.8854311014227 29.935859473467904,175421
921,440366000,1679796046,1679832580,141,25,12402,B,A,121.92909140408368 29.938775522735195,1016.7
922,257112270,1699423813,1699511734,183,33,38235,C,B,121.9529721578593 29.94995541645756,3800
923,215159000,1686008598,1686119025,295,33,65987,B,A,121.86670274091357 29.937366869184032,6256
924,355705000,1694928475,1695097207,330,60,299999,D,C,121.8177632951752 29.95400256789684,134118
925,357138000,1705547671,1705706106,98,16,3764,A,B,121.89906923112821 29.93256276320894,1500.47
926,356893000,1682398189,1682444221,194,28,24973,B,A,122.03102823282664 29.89508922632821,795
927,477218900,1705570020,1705619156,145,22,12613,B,A,121.92225542141885 29.921236299120544,1476
928,538009208,1705807339,1705834835,146,23,13709,B,A,122.03102823282664 29.89508922632821,246.1
929,477286200,1677642261,1677760261,366,48,146423,B,A,122.02459458045499 29.78192432924778,2157.8
930,477441800,1674041542,1674161594,335,48,121824,B,A,122.01299469099648 29.772993330553064,424.5
931,414145000,1684512142,1684572148,254,43,115118,E,D,121.88299170323923 29.936601974988143,34200
932,228409800,1676421587,1676519813,366,51,154077,B,A,122.01299469099648 29.772993330553064,4473
933,412380870,1673066876,1673156621,84,12,2277,C,B,121.97812002297549 29.939168019254215,295.11
934,477891500,1703244975,1703391138,366,51,160978,B,A,122.06000013409714 29.890552673105862,3846.2
935,416065000,1691731640,1691812891,149,24,19999,C,B,121.77782813498385 29.974398546735802,15998.21
936,218441000,1679795160,1679844613,366,51,190668,B,A,122.04954154331483 29.890458695384908,826
937,538008793,1684550551,1684802241,299,50,209338,E,D,122.07685838333425 29.893054494052702,91700
938,371603000,1705030975,1705100279,100,18,5202,A,B,121.89906923112821 29.93256276320894,2301.22
939,477769600,1688358653,1688483149,367,51,146073,B,A,121.83278587017914 29.947227829201804,21197
940,441442000,1696895956,1696946752,146,22,12581,B,A,121.92225542141885 29.921236299120544,485
941,341879000,1688271840,1688542202,169,25,46764,C,B,121.75439821138373 29.979150371202415,9631.21
942,352001972,1693000475,1693045943,128,18,8700,F,A,121.72619691660208 29.965577479591218,84.75
943,354097000,1687325889,1687427798,289,45,180120,E,D,121.88299170323923 29.936601974988143,80119
944,352001150,1676538379,1676674471,96,15,3124,A,B,121.89868694105951 29.931472410600644,1563.31
945,241633000,1695284827,1696729457,333,60,299997,D,C,121.9900784144446 29.92800063526856,132171.4
946,212283000,1680752975,1680827417,170,28,23558,B,A,122.06350371165705 29.891022988210633,3119
947,416020000,1674480706,1674584310,168,27,18618,B,A,121.93228463787132 29.940084640162464,817
948,566776000,1706244091,1706669045,333,60,299989,D,C,121.8177632951752 29.95400256789684,273254.65
949,412474590,1701935694,1702016263,110,18,4378,A,B,121.8960833011353 29.93290032975045,3950
950,403512001,1688625619,1688773115,183,32,45565,C,B,121.75109782011569 29.9804931127261,15000
951,636018058,1678022427,1678082227,336,43,102518,B,A,122.04040625503215 29.89264034445189,1300
952,219302000,1674269069,1674436900,160,27,24232,A,B,121.8960833011353 29.93290032975045,8192.89
953,311000725,1691981477,1692057797,142,23,11817,B,A,122.03102823282664 29.89508922632821,48.4
954,232045201,1683567451,1683685244,292,45,174999,E,D,121.88299170323923 29.936601974988143,90419
955,440037000,1676085204,1676170015,96,15,3197,A,B,121.89906923112821 29.93256276320894,1433.82
956,477136400,1685341985,1685430462,90,15,3557,C,B,121.89906923112821 29.93256276320894,2858.01
957,440387000,1686378592,1686464749,97,16,3856,A,B,121.89868694105951 29.931472410600644,3003.11
958,447188000,1679816664,1679968152,333,60,317033,D,C,121.9900784144446 29.92800063526856,132321.5
959,636017315,1697074104,1697181711,289,45,176996,E,D,122.07685838333425 29.893054494052702,80772
960,538009680,1683349158,1683515926,230,37,58243,A,C,121.9808752760512 29.936644381754785,28100
961,247012900,1692682488,1692738845,285,40,63216,B,A,121.83557254458088 29.946175822681994,2350
962,563177800,1683345671,1683521124,293,46,87782,A,C,122.09094289999453 29.897187190163223,71571
963,441293000,1683067825,1683174102,304,40,80855,B,A,121.83278587017914 29.947227829201804,5690
964,440278000,1703625181,1703655959,172,27,21860,B,A,121.83557254458088 29.946175822681994,2960
965,538007137,1704335345,1704493973,183,32,36681,D,C,121.75439821138373 29.979150371202415,30674.23
966,477100500,1700448590,1700523122,230,36,54746,A,C,121.97377818306916 29.945100713933336,8000
967,563078300,1686874959,1686961697,353,54,178257,B,A,122.03704830124349 29.893930377836373,6000
968,636019898,1672875304,1672911206,210,33,37435,B,A,121.83557254458088 29.946175822681994,2600
969,636018057,1703200506,1703259992,336,43,102518,B,A,122.01299469099648 29.772993330553064,2370
970,636018760,1702192279,1702268572,182,32,50550,C,C,121.75439821138373 29.979150371202415,17126
971,538003360,1691288692,1691395943,315,50,113529,A,C,122.09094289999453 29.897187190163223,92989.79
972,352001150,1697597161,1697678637,96,15,3124,A,B,121.89868694105951 29.931472410600644,1513.21
973,636017768,1703682261,1703727526,172,27,21682,B,A,121.92547188203457 29.936120717921202,1299.8
974,247012800,1677543870,1677616212,285,40,63216,B,A,122.02459458045499 29.78192432924778,8000
975,477833800,1695187113,1695232433,172,28,24502,B,A,121.93228463787132 29.940084640162464,935
976,416065000,1700369711,1700466939,149,24,19999,C,B,121.89906923112821 29.93256276320894,7499.78
977,636018642,1688266110,1688349791,228,36,74999,D,C,121.8177632951752 29.95400256789684,22367.41
978,255805776,1704562003,1704628182,306,40,81002,B,A,121.86014084053872 29.939446239013918,1050.1
979,477856100,1684820872,1684866312,172,28,24530,B,A,121.92151130212007 29.93412576257949,780
980,352001359,1682838799,1682921339,109,18,6829,C,B,121.9561103968495 29.95190766488247,6279.27
981,636093035,1693625013,1693705125,115,16,7325,A,B,121.89581318351006 29.93222177093501,3349.1
982,563111300,1698825269,1698882541,186,36,37526,B,A,121.83557254458088 29.946175822681994,1860
983,440141000,1692879041,1692960322,304,40,80855,B,A,121.87415299792524 29.935347915226927,11754
984,636016176,1694770053,1694915839,120,20,10128,A,B,121.9561103968495 29.95190766488247,4849.52
985,372934000,1691787490,1691830429,293,32,68240,B,A,122.00190326744374 29.764757824193353,1818.9
986,416072000,1700964146,1701054190,149,24,19999,C,B,121.8960833011353 29.93290032975045,9999.48
987,414215000,1696923298,1697070378,333,60,308079,D,C,121.99610422984635 29.92340472293356,133674.64
988,311000388,1677719422,1677801553,225,36,54336,A,C,121.97377818306916 29.945100713933336,8000
989,352001772,1700809257,1701041253,183,32,44954,C,B,121.75439821138373 29.979150371202415,30282.01
990,440824000,1687673962,1687738318,88,14,3414,C,B,121.97812002297549 29.939168019254215,3002
991,218834000,1675989648,1676053493,222,30,37951,B,A,121.83278587017914 29.947227829201804,3528
992,538005735,1693303003,1693340739,300,48,115414,B,A,122.03704830124349 29.893930377836373,196
993,477632900,1674388936,1674415988,189,32,34905,B,A,121.92547188203457 29.936120717921202,1606
994,477594500,1705565966,1705797902,183,34,46178,D,C,122.11536286626986 29.9081121196694,43392.96
995,563361000,1701821898,1701876378,300,40,84332,B,A,122.00749578533595 29.76871274276176,9490
996,441588000,1691383981,1691472332,116,19,8960,C,B,121.89581318351006 29.93222177093501,6285.45
997,440037000,1687673061,1687753731,96,15,3197,A,B,121.89868694105951 29.931472410600644,1617
998,235068025,1703469711,1703507586,280,39,68910,B,A,122.00991809253446 29.771098138093954,675
999,374728000,1684995549,1685066402,97,17,3994,A,B,121.8960833011353 29.93290032975045,3004.51
1000,477218900,1692265954,1692310270,145,22,12613,B,A,121.92225542141885 29.921236299120544,1127
1001,636020293,1705033422,1705119455,147,23,14999,A,B,121.8960833011353 29.93290032975045,6923.18
1002,477866900,1699940045, None,141,24,20857,C,B,121.75439821138373 29.979150371202415,17215.88
1003,636093026,1673087549,1673136257,262,32,51602,B,A,121.86442501839048 29.938071272210003,7600
1004,303584000,1673929247,1673969515,207,30,34026,B,A,121.83825180579714 29.945235140108068,52
1005,357926000,1692955905,1693076934,366,48,175327,B,A,122.05636332082932 29.890401487700096,3068
1006,636017434,1678446221,1678537418,400,59,221354,B,A,122.04040625503215 29.89264034445189,2022
1007,352003391,1704420446,1704437455,168,28,29859,B,A,122.00749578533595 29.76871274276176,45
1008,353596000,1700674119,1700803941,292,44,179250,E,D,121.88299170323923 29.936601974988143,86117
1009,228059600,1704501766,1704696072,333,60,302550,D,C,121.9900784144446 29.92800063526856,143985.23
1010,441878000,1697339198,1697423800,105,16,5631,C,B,121.89581318351006 29.93222177093501,4750.02
